,text,tag
43034,이 거리를 중심으로 좌우에 새로 복원된 바빌론 궁의 성벽들이 질서있게 늘어서 있는데 김정은 행진의 거리를 한동안 거닐다가 혼자 성벽 사이로 천천히 걸어들어갔다.,OOBIOOBIOOOBIOOOOOBIOOBIIOBOOBIOOOBIOOOOOOOOOOOBIOOBIOOBIOOBIIOOOOOOBIOBIOBIOOOOOOOOOOOOO
56464,나만큼 남자를 편안하게 해 주는 여자가 어딨어요.,OOOOBIOOBIOOOOOOOOBIOOOOOOO
13511,"명수는,",BIOO
30595,"알고 있는 게 좋거든요,",OOOOOOOOOOOOO
63243,"특히 이라는 것이 장소의 이동을 나타내는 물리적 운동만이 아닌 여러 성질의 변화에 그대로 적용되는 점은 더욱 심해져서, 실제로 중세를 통해 운동에 대해 다루면서 온도의 변화, 색깔의 변화 같은 성질의 변화와 함께 자선심의 증가, 심지어는 신성의 증가 같은 변화들이 자주 예로 들어졌던 것이다.",OOOOOOOOOOBIOOBIOOOOOOOBIOOBIOOOOOOOOOBIOOBIOOOOOOBIOOOBOOOOOOOOOOOOOOOBIOOOOOBIOOOOOOOOOOBIOOBIOOBIOOBIOOOOBIOOBIOOOOOBIIOOBIOOOOOOOBIOOBIOOOOBIOOOOOOBOOOOOOOOOOO
39786,"하지만 여자는 내 의중을 헤아릴 리 없고, 나는 내 웃음의 뜻을 충실하게 전달해줄 필요를 느끼지 않았다.",OOOOBIOOOOBIOOOOOOOOOOOOOOOOOBIOOBOOBIOOOBIOOOBIOOOOOOOOOO
58520,스타일을 좀더 중시하는 쪽으로 서서히 전환 중이다.,BIIOOOOOBIOOOOOOOOOOOBIOOOOO
40772,"""열을 받은 수은이 뿜어내는 증기와 불량품에서 새어나온 수은이 이렇게 해로운 줄은 몰랐습니다.""",OBOOOOOBIOOOOOOOBIOOBIIOOOOOOOOBIOOOOOOBOOOOOOOOOOOOO
21126,"그들은 남편인 왕이 하는 일이 마음에 들지 않을 때도 ""그런 일을 하시다니… 당신은 참으로 어리석군요""하는 푸념으로 그친다.",OOOOBIOOBOOOOOBOOBIOOOOOOOOBOOOOOOBOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOO
70720,"저의 계획은 그 행렬의 선두에 대왕과 왕자를 앞세워 여인들을 선도해나가게 하려는 겁니다.""",OOOBIOOOOBIOOBIOOBIOOBIOOOOOOBIOOOBIOOOOOOOOOOOOOO
42664,선녀 이야기의 한 과목은 짧은 동시로 시작된다.,BIOBIIOOOOBIOOOOOBIOOBIOOO
17251,사람들두 계속 지나다니고.,BIOOOOOOOOOOOO
67205,픽 하고 웃으면서 창고벽을 등진 채 양쪽에 서 있는 두 남자를 번갈아 노려보았다.,OOOOOOOOOOBIOOOOOOOOBIOOOOOOOOOBIOOOOOOOOOOOO
57299,"이 고개는 현 상도터널 입구를 지나 노량진 본동 입구에서 서남쪽으로 매봉산을 향해 올라가 다시 상도동 대림아파트 쪽으로 넘는 고개로 흔히 '만냥고개'로 불려지고 있는 고개인데, 원명은 소사현(素沙峴)이었으나 정조의 현륭원 능행시 개명된 이름이다.",OOBIOOOOBIIIOBIOOOOOBIIOBIOBIOOOBIIOOOBIIOOOOOOOOOOOOBIIOBIIIIOOOOOOOOBIOOOOOOBIIIOOOOOOOOOOOBIOOOOBIOOBIIOOOOOOOOOOBIOOBIIOBIOOBIOOBIOOO
58379,상주는 중얼거렸다.,BIOOOOOOOO
9629,"이 대변인은 사퇴 촉구 이유로 △전국구 전재희 의원 재·보선 공천 등 소속 의원 사병화 △국회직 특정지역 싹쓸이 인사 △사무처 인사 줄세우기 등의 사례를 들고, ""국회를 이 후보의 선거운동장화하겠다는 지도부 공언을 입증이라도 하듯 우리 당 대표연설에 대해 야유한 것은 이해하기 힘든 의회파괴 행위""라고 주장했다.",OOBIIOOBIOBIOBIOOOBIIOBIIOBIOOOBIOBIOOOBIOBIOBIOOBBIOOBIOOOBIIOBIOOBIIOBIOBOOOOOOOBIOOOOOOOBIOOOOBIOOBIIOOOOOOOOBIIOBIOOBIOOOOOOOOOOBOBIOOOOOOOBIOOOOOBIOOOOOOBIOOOBIOOOOBIOOO
28226,추석 바로 전날이어서 수업이 일찍 끝났는지 집으로 돌아오는 시간이 여느 날에 비해 훨씬 빨랐다.,BIOOOOBIOOOOBIOOOOOOOOOOBOOOOOOOOBIOOOOOBOOOOOOOOOOOO
22589,"""이분들은 지역사회 소식지인 '푸른언덕'을 만드시는 분들이야.",OOOOOOBIOOOBIIOOOBIIIOOOOOOOOOOOOO
47920,새하얀 아침 햇살이 현관문을 뚫고 들어와서는 마루 끝에 조용히 머문 채 그림자처럼 길게 드러누웠다.,OOOOBIOBIOOBIIOOOOOOOOOOOBIOBOOOOOOOOOOOBIIOOOOOOOOOOOO
39591,"이거 봐 이거,",OOOOOOOO
19162,"""요즈음 제 마음은 갈팡질팡할 때가 많아요.",OBIIOOOBIOOOOOOOOBOOOOOO
14258,멀거니 서서 지나가는 차를 구경하는 것이겠지만 창권이 내외에겐 이상히 무서워 보인다.,OOOOOOOOOOOOBOOBIOOOOOOOOOBIIOBIOOOOOOOOOOOOOOO
28722,"1990) 등이 Bergey's Manual과 잘 일치하지 않는 특수한 성질을 나타내고 있다(Lee, 1996).",OOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOBIOOBIOOOOOOOOOOOOOOOOOOOOO
47815,"또는 그렇지 않은,",OOOOOOOOOO
9630,"그 몇 달 전에는 모스크바 라디오의 영웅 다체프 아나운서가 뉴스를 하다가 ""소련이 아프가니스탄을 침공했다""고 해서 큰 난리가 났던 일이 있었다.",OOOOBOBOOOBIIIOBIIOOBIOBIIOBIIIOOBIOOOOOOOBIOOBIIIIIOOBIOOOOOOOOOOBIOOOOOBOOOOOO
54871,"자 십 오 비비,",OOOOOOOOO
46531,턱 바로 밑에 몇 개인지 할퀸 상처가 깊게 나 있었다.,BOOOOBOOOOOOOOOOOBIOOOOOOOOOOO
64782,이른바 '쓰리에스 정책'이라 일컬어지던 '우민화 정책'을 대학생들에게 강력히 추진했다.,OOOOOBIIIOBIOOOOOOOOOOOBIOOBIOOOBIOOOOOOOOOBIOOO
11460,"축구중계, 야구중계, 농구중계, 뉴스, 디스크자키, 공개방송 등 이 모든 것이 기본의 고전적 스타일이 있고 거기에 약간의 변형을 시도하고 개성의 멋을 부리는 것에 지나지 않는다.",BIOOOOBIOOOOBIOOOOBIOOBIIIIOOBIOOOOOOOOOOOOOBIOOBIOOBIIOOOOOOOOOBIOOBIOOBIOOOBIOOBOOOOOOOOOOOOOOOOO
10273,이때에 말(➏번)은 말에 대하여 말한다.,BIOOBOOOOOOBOOOOOOBOOO
37096,개인용컴퓨터의 운영체제로 쓰기엔 다소 덩치가 크고 관리하기가 까다로운 단점이 있으나 한번쯤 익혀두는 것도 좋다.,BBIIOOOOBIOOOOOOOOOOOBIOOOOOBIOOOOOOOOOBIOOOOOOBIIOOOOOOOOOOOO
38446,'고아원'을 고친 이름이다.,OBIIOOOOOOBIOOO
62273,다 해 놨어요.,OOOOOOOO
4622,"형 친구가 광운대를 나왔는데,",BOBIOOBIIOOOOOOO
71011,니가 서울대 갈 거야?,OOOBIIOOOOOO
9791,"왜냐 하면, 이르 요론트 사람들이 처음으로 받아들여 본격적으로 쓰기 시작한 유럽 물건이 쇠도끼이기 때문이다.",OOOOOOOBIOBIIOBIOOOBIOOOOOOOOBIOOOOOOOBIOOBIOBIOOBIIOOOOOOOO
45771,"미국의 언론정치에서 매체전문가를 포함하여 선거전문가들은 후보자 이름의 인지도를 높이고, 후보자의 호의적 이미지를 창출하고, 유권자로 하여금 후보자가 이길 수 있다고 믿게 하고, 선거운동 사무실에 언론인들이 자유롭게 출입할 수 없도록 그들을 통제하는 등의 보호장치를 제공하고, 선거운동원을 고무하기 위해 언론에 정보를 흘리거나 유포하는 등의 선거운동 내부의 커뮤니케이션을 수행하고, 경쟁후보로부터 유권자를 빼앗기 위한 부정적 선거운동을 전개한다(Arterton, 1984 ; Sabato, 1981).",BIOOBIOOOOOBIIOOOOBIOOOBIIOOOOOBIIOBIOOBIIOOOOOOOBIIOOBIOOBIIOOBIOOOOBIIOOOOOOBIIOOOOOOOOOOOOOOOOOOBIOOOBIIOOBIIOOOBIOOOBIOOOOOOOOOOOOBIOOOOOOBIOOOOBIOOOOBIIOOOOBIOOOOOOBIOOBIOOOOOOOBIOOOOOOBIOOOBIOOBIIIIIOOBIOOOOBIOOOOOOBIIOOOOOOOOOBIOOBIOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
30070,金泳三 대통령이 金正源 씨를 안기부 2차장에 임명한 것은 언젠가 그의 개혁 정책을 흐트러 놓는 걸림돌이 될 수도 있다』,OOOOBIIOOOOOOOOOBIIOOBIOOBIOOOOOOOOOOOOBIOBIOOOOOOOOOBIIOOOOOOOOOO
45651,"글쓰기가 수단의 일종이라면, 그것은 기호의 차원에 머문다든가, 기껏해야 의사소통의 범주에 들고 만다.",BIIOOBIOOBIOOOOOOOOOBIOOBIOOOOOOOOOOOOOOBIIIOOBIOOOOOOOO
9704,"또 좋은 사회인, 좋은 시민이란 말이 곧 좋은 직장인이나 좋은 가정인을 의미하지 않을 때도 많다.",OOOOOBIIOOOOOBIOOOBOOOOOOOBIIOOOOOOBIIOOBIOOOOOOBOOOOO
64285,어느덧 긴 겨울이 가고 퀴퀴한 겨울냄새를 몰아내기 위해서라도 자주 창문을 열어야 할 만큼 날씨가 풀리고 해가 길어졌다.,OOOOOOBIOOOOOOOOOBIOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOBIOOOOOOBOOOOOOO
45690,심지어 탈출을 기도하는 죄수도 생깁니다.,OOOOBIOOBIOOOBIOOOOOOO
22944,송유석의 역투에 힘입어 가까스로 승리를 지켜내기는 했지만 여전히 꺼림칙한 구석은 남았다.,BIIOOBIOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOBIOOOOOO
4447,"옴찍 못하고 일방적으로 당하기만 하면 으레 허망한 법이고, 이래서 죽음의 공포에는 허무의 잔인한 그늘이 드리워져 있는 것이다.",OOOOOOOBIOOOOOOOOOOOOOOOBIOOBOOOOOOOOBIOOBIOOOBIOOBIOOBIOOOOOOOOOOOOOO
5860,그런 생각을 할 수가 없지::.,OOOBIOOOOOOOOOOOO
69068,그러나 나의 얄팍한 지식과 덜 여문 인격으로서는 자아성취의 그런 주인공을 만들어 낼 수가 없었다.,OOOOOOOOOOOBIOOOOOOOBIOOOOOBIOOOOOOOBIIOOOOOOOOOOOOOOO
56314,"38도선이 그어지면서 해방이 된 것은 물론 분단가능성과 분단위험성이 나타난 일이었지만, 38도선이 그어졌다는 것이 곧 분단 그 자체를 말하는 것은 아니었기 때문이다.",OOOBOOOOOOOOBIOOOOOOOOOOBIOOOOOBIOOOOOOOOOBOOOOOOOOOBOOOOOOOOOOOOOBIOOOBIOOBOOOOOOOOOOOOOOOO
3497,그녀는 옷도 갈아입지 않은 채였다.,OOOOBOOOOOOOOOOOOOO
56952,2% 가산.,OOOBIO
55681,어느날 어머니는 세진을 데리고 덕수궁으로 갔다.,OOBOBIIOOBIOOOOOOBIIOOOOOO
31044,"우리 나라의 강설량은 영동, 남서 해안 지방, 울릉도에 많다.",OOOBIOOBIIOOBIOOBIOBIOBIOOBIIOOOOO
19900,"이 어린이에게 뜨거운 박수를 보냅시다!""",OOBIIOOOOOOOBIOOOOOOOO
74901,장윤 씨가 만태와 병수를 고급 룸살롱으로 데려갔다든가 그럴 것을 미리 알고 자기는 일부러 빠졌다든가 하는 이야기들은.,BIOOOOBIOOBIOOBIOBIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOO
7921,우리는 일본의 PKO 참여에 반대했다.,OOOOBIOOOOOOBIOOBIOOO
13967,그들을 기존의 남성/여성 이분법적인 가치관으로 따질수 없다면 제3의 성으로 인정하고 그들 나름대로의 인권을 보호해주어야 한다고 생각합니다.,OOOOBIOOBBIOOOBIIOOOBIIOOOOOOOOOOOOOOOBOOOBIOOOOOOOOOOOOBIOOBIOOOOOOOOOBIOOOO
19104,"그런 인제~ 알림판이 있었어요 그래서,",OOOOOOOBIIOOOOOOOOOOO
53771,"이 다음에 우리 재용이, 재길이한테 그런 엉터리 기집애들이 얻어걸리면 어떡하죠? 재용이 걔는 또 모르겠지만, 당신 닮아서 매사가 물러터지기만 한 재길이는 한번 풍덩 빠졌다 하면 그런 기집앤 줄도 모르고, 그 쓸개 빠진 놈처럼 물인지 불인지 분간 못 하고설랑 허겁지겁 헤매고 다니기 십상일텐데, 그러면 나 속상해서 어쩌죠?""",OOBIOOOOOBIIOOBIIOOOOOOBIIOBIIOOOOOOOOOOOOOOOBIIOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOBIIOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOBOOOBOOOBIOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOO
14970,꽃물이에요.,BIOOOO
74139,목중2 : (옷을 벗어 놓고 바지띠를 잡고) 벗구 놀자 놀자 하기로 자 벗었다.,BIOOOOOBOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOO
42527,로라는 선뜻 대답을 하지 않고 조용히 미소만 짓고 있었다.,BIOOOOOBIOOOOOOOOOOOOBIOOOOOOOOO
66288,아니 발제를 제대로,OOOBIOOOOO
39567,난에 주는 이상적인 물은 빗물이나 못물이지만 수돗물도 상관 없다.,BOOOOOBIOOOBOOBIOOOBIOOOOBIIOOBIOOOO
18551,"여기서는 평가 기준이라는 거는,",OOOOOBIOBIOOOOOOO
39859,"촉각에서 청각으로 →싸늘한 목소리, 부드러운 음성, 날카로운 소리",BIOOOBIOOOOOOOOBIIOOOOOOOBIOOOOOOOBI
34697,그저 괘씸하다는 생각뿐이고 혼자 알고 비밀로 해둘 작정이었는데 갑자기 정문에서 잉하는 소리가 들리고 나도 모르게 그 마후라를 꺼내 하 장관에게 주었습니다.,OOOOOOOOOBIOOOOBIOOOOBIOOOOOBIOOOOOOOOOBIOOOOOOOBIOOOOOOOOOOOOOOOBIIOOOOOBOBIOOOOOOOOO
47286,그것은 작가의 선천적 재능과 직결된다고 할 수 있다.,OOOOBIOOBIOOBIOOBIOOOOOOOOOOO
34219,문장이란 그저 뜻만 전하면 되는 것이 아니다.,BIOOOOOOBOOOOOOOOOOOOOOOO
33021,"""설마 국가안전국이라고 생각하는 건 아니죠?""",OOOOBIOOOOOOOBIOOOOOOOOOO
11668,그이가 아이의 이마를 짚었다.,OOOOBIOOBIOOOOOO
9981,효철은 병원에 오기 전에 시계방을 지나다 불쑥 들어가 시계를 새로 샀다.,BIOOBIOOOOOBOOBIIOOOOOOOOOOOOOBIOOOOOOOO
35177,"미국은 지금까지 15차례의 올림픽 중 14번 출전, 12번 금메달을 땄다.",BIOOBIOOOOOBIOOBIIOOOOOOOBIOOOOOOBIIOOOOO
29503,"같이 이렇게 보시고,",OOOOOOOOOOO
59898,지금까지 살펴본 바와 같이 사회자본은 한약분쟁의 발생·심화·해결에 있어서 중요한 요소로 작용하였다.,BIOOOOOOOOOOOOOBIOOOOBIOOOOBBIOOOOOOOOOOOBIOOBIOOBIOOOO
12399,그 아저씨가 막 인상을 딱 찌푸리구.,OOBIIOOOOBIOOOOOOOOO
55383,"""자, 조심하시우.",OOOOBIOOOO
31786,이미 현대 자동차 등 여러 곳에서 해고 근로자들이 복직하고 있습니다.,OOOBIOBIIOOOOOOBOOOBIOBIIOOOBIOOOOOOOO
68988,"수인씨 교인화식 날 두고서 생겼나, 밥 먹으니 좋다.",BIIOBIIIOOOOOOOOOOOOBOOOOOOOO
65258,자신의 일을 스스로 관리하지 못하게 된 이후 우리의 환경은 열악해져갔다.,BIOOBOOOOOOBIOOOOOOOOOBIOOOOOBIOOOOOOOOO
23876,내 여자만은 순결했으면 좋겠다는 심보에는 도대체 기가 찰 지경이다.,OOBIOOOBIOOOOOOOOOBIOOOOOOOBOOOOOOOOO
70087,부드럽게 모든 것을 포용한다.,OOOOOOOOOOOBIOOO
52253,"조밥을 지을 때는 물에 약 30분 정도 불렸다가, 쌀과 함께 끓이면 된다.",BIOOOOOBOOBOOOOOOOOBIOOOOOOOBOOOOOOOOOOOO
1795,우리들이 비록 철거되어 천막에서 살지만 당신 교회에서 돈 삼만 원 받는 그런 거지가 아니요.],OOOOOOOOBIOOOBIOOOOOOOOOOBIOOOBOOOOOOOOOOOOBIOOOOOOO
49595,김범우도 대표되는 중도노선의 옹호는 [겨울골짜기]에도 그대로 적용됩니다.,BIIOOBIOOOBIOOOOBIOOBIIOOOOOOOOOOOBIOOOO
33788,요즈음은 애완동물을 많이 기르고 있기 때문에 아기가 고양이나 개한테 물리는 일이 있다.,BIIOOBIOOOOOOOOOOOOOOOOOOBIOOBIIOOBOOOOOOOBOOOOO
45589,"또 20일 오전 1시 20분쯤에는 동대문구 장안 2동 경춘연립주택 앞길에 세워져 있던 양영한 씨(44·자동차 정비업)의 코란도 승용차에 불이 났으며, 같은 날 오전 2시 30분에는 이곳에서 3백여m 떨어진 장안 2동 미성식품 앞길에 있던 11t트럭 밑에서 헝겊 조각이 불타고 있는 것을 주민들이 발견, 진화했다.",OOOOOOBIOOOOOOOOOOOBIIIOBIOOBOBIOOOOOBIOOOOOOOOOBIIOOOOOOBIIOBIIOOOBIIOBIIOOBOOOOOOOOOOBOBIOOOOOOOOOOOOOOOOOOOOOOOOBIOOBOBIIIOBIOOOOOOOOBIOBOOOBIOBIOOOOOOOOOOOOBIOOOBIOOBIOOO
44262,이거 그러면 이걸 오십 퍼센트로 쳐 주고::.,OOOOOOOOOOOOOOOOOOOOOOOOO
56019,무럭무럭 커서 어머니의 옷도 사드리겠습니다.,OOOOOOOOBIIOOBOOOOOOOOOO
16526,"회냉면,",BIIO
23447,"분명 당한 사람은 여자인데, 비난의 시선마저 여자를 향한다.",OOOOOOBIOOBIOOOOBIOOBIOOOBIOOOOOO
62295,나는 이렇게 생각하면서도 단념하기가 아쉬웠다.,OOOOOOOBIOOOOOBIOOOOOOOOO
7768,나라 걸 나라를 물어 보더라구요.,BIOOOBIOOOOOOOOOOO
27337,문태는 미영의 말을 '키스가 아니라 포옹'이라 해석하고 있었는데 그녀의 후렴은 계산에서 빗나갔다.,BIOOBIOOBOOOBIOOOOOOBIOOOOBIOOOOOOOOOOOOBIOOBIOOOOOOOO
34321,"근데 그~ 여기서 삼킴 장애를 말 언어 장애에서 하는 이유 중의 하나는,",OOOOOOOOOOOOOBIOOBOBIOBIOOOOOOBIOOOOBIOO
27855,토악질이 그녀의 내장을 뒤틀고 있었다.,BIIOOOOOOBIOOOOOOOOOO
60231,수저와 젓가락을 챙기고 무우를 넣어 졸인 고등어 한쪽과 김치가 담긴 식판에 오이냉국과 밥그릇을 담아 자리에 앉았다.,BIOOBIIOOOOOOBIOOOOOOOOBIIOBIOOBIOOOOOBIOOBIIIOOBIIOOOOOBIOOOOOO
65897,"육십사년생은 안 많지,",OOOOOOOOOOOO
40309,"""영배씨는 빨래 안 널었소?""",OBIOOOBIOOOOOOOO
45410,그렇다면 기자의 취재상의 거짓은 진실을 밝히기 위한 것이라 할지라도 허용되어서는 안 되는 것인가.,OOOOOBIOOBIOOOBIOOBIOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOO
64041,섬세·꼼꼼·세심의 의미 11.4%로,OOOOOOBIOOBIOOOOOOO
11084,시험 그거 준비는 하구.,BIOOOOBIOOOOO
18186,깜장 고무신.,BIOBIIO
36712,그러면서 경영이 정상화되면 조회장이 경영에 복귀할 수도 있다고 얘기하고 있다.,OOOOOBIOOBIOOOOBIOOOBIOOBIOOOOOOOOOBIOOOOOO
17958,안치환 씨 등의 가수가 초대가수로 출연한다.,BIIOOOOOOBIOOBIOOOOBIOOO
42277,"감수성분열론을 최대한으로 활용할 때 엘리어트 자신의 시에 관해 어떤 문제들이 핵심적으로 드러나는가를 살펴보려는 것일 뿐인데, [재의 수요일](Ash Wednesday)(1927~30)과 특히 {네 편의 사중주}(1936~42)로 대표되는 후기의 '종교적'인 시에 대해서도 같은 관점에서 몇 마디 보태기로 한다.",BBIOOOOOBIIOOOBIOOBOBIIIOBIOOBOOOOOOOOBIOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOBOOBIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOOOOBIOOOBIOOOBIOOOOBOOOOOOOOOOBIOOOOOBIOOOOOOOOO
67192,"부속서는 사실상 무효 아니냐""고 따졌다.",BIIOOBIOOBIOOOOOOOOOOO
5026,휴전회담장에 나타난 이라크군 장군들은 백기를 들고 오지 않았다.,BIIOOOOOOOOBIIIOBIOOOBIOOOOOOOOOOOO
7010,60년대 초 태풍이 발생하는 지점에 요오드화은을 살포해 태풍을 소멸시키는 스톰퍼리 계획이 추진되기도 했으나 실패하고 말았다.,OOOOOOOBIOOBIOOOBIOOBIIIIOOBIOOBIOOBIOOOOBIIIOBIOOBIOOOOOOOOBIOOOOOOO
72707,요즈음 우리 나라에서는 과거에 터부시되어 왔던 성교육이 활발히 진행되고 있다.,BIIOOOOBIOOOOBIOOBIOOOOOOOBIIOOOOOOBIOOOOOO
71800,이블리예프(Ivliev A.,BIIIIOOOOOOOOOO
73957,임종 간호의 책임은 주로 비의료진인 가족과 친구 또는 이웃들과 병원이나 지역사회의 전문 의료진들이 나누어 맡게 된다.,BIOBIOOBIOOOOOOBIIOOBIOOBIOOOOBIOOOBIOOOBIOOOOBIOBIIOOOOOOOOOOOOO
28411,이것은 의 이른 바 삼주설법(三周說法)의 정의이다.,OOOOOOOOOOOBIIOOOOOOOOOBIOOO
28071,"콩을 주원료로 한 장(醬)은 우리 식생활에서 빼놓을 수 없는 중요한 발효식품이기도 하지만, 그 조장풍속(造醬風俗)과 주변문화 또한 우리 선조들에게는 단순한 발효식품 이상의 중요한 의미를 가지고 있었다.",BOOBIIOOOOBOOOOOOOOBIIOOOOOOOOOOOOBIOOBIOOOOOOOOOOOOOBIOOOOOOOOOOBIOOOOOOOOOBIOOOOOBIOOBIOOOBIOOBIOOBIOOOOOOOOOO
22077,"유사에도 분명히 적혀 있듯이, 왕은 용에게 대나무의 의미를 묻는다.",BIOOOOOOOOOOOOOOOBOOBOOOBIIOOBIOOOOOO
9856,한국은 세계 5번째의 이지스함 보유국가가 되는 셈이다.,BIOOBIOOOOOOBIIOOBIOOOOOOOOOOO
16742,그러나 이것은 시간적 경제적 손실이 매우 커 잘 사용되지 않는다.,OOOOOOOOBIOOBIOOBIOOOOOOOOOBIOOOOOOO
49800,'상징적 존재'라고나 할까.,OBIOOBIOOOOOOOO
13030,"아 그니까 하급 부댄 일 주일이야,",OOOOOOBIOOOOOOBIOOO
63190,우면동의 정승 산소자리가 또 명당이라고 한다.,BIIOOBIOBIOOOOOOBIOOOOOOO
20459,그는 이제 몹시 뻔뻔스러워져서 K쪽을 힐끔 돌아보는 일조차 없이 계속해서 사탕을 입에다 털어넣고 있었다.,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOBOOOOOOBIOOOBIOOBOOOOOOOOOOOO
74531,공무상 편지에는 성명 위에 자기의 職名도 적는다.,BIOOBIOOOBIOBOOOOOOOOOOOOOO
72250,내 자녀가 대학교 가면은?,OOBIOOBIIOOOOO
45004,"일본놈들이 물러가니까,",BIIOOOOOOOOO
28539,"또 국내 대학 중 최초로 2학기부터 연구에만 전념하는 '연구 전담 교수'를 공개 채용하는 한편, 기존 교수들의 강의 부담을 덜어주고 연구를 활성화하기 위하여 '강의 전담 교수제'를 도입키로 방침을 정했다.",OOBIOBIOOOBIOOOBIOOOBIOOOBIOOOOBIOBIOBIOOOBIOBIOOOBIOOBIOBIOOOBIOBIOOOOOOOBIOOBIOOOOOOOOOBIOBIOBIOOOOBIOOOBIOOOOOO
32403,환자가 사시가 있는 경우라면 비특이적 현기증이나 불규칙한 복시의 가능성이 있다.,BIOOBIOOOOOBIOOOOBIOOBIIOOOOBIOOBIOOBIOOOOOO
27928,"나, 원 야젓스러워서…""",OOOOOBIOOOOOO
26159,무슨 비밀 얘기들이 그리두 많은지 아무 일이나 다 쉬쉬예요.,OOOBIOBIOOOOOOOOOOOOOOBOOOOOOOOOO
67355,복식은 유행을 탄다.,BIOOBIOOOOO
45375,"이밖에 중구 정동 덕수 국교측도 ""전체적인 인원수는 아직 파악하지 못했으나 최소한 8 명이 정신대에 끌려간 것이 확인되고 있다""고 말했다.",OOOOBIOBIOBIOBIOOOOBIOOOBIIOOOOOBIOOOOOOOOBIIOOOOOOBIIOOOOOOOOOBIOOOOOOOOBOOO
22141,"이들 업종은 지난해 장사를 잘한 대표적 호황업종이거나, 소득표본 조사결과 평소 소득 누락액이 많은 업종으로 파악됐기 때문이다.",OOOBIOOBIIOBIOOOOOBIOOBIOOOOOOOBIOOOBIOOOBIOBIOBIIOOOOOBIOOOBIOOOOOOOO
22472,그러니까 갑자기 위협을 해본다는 거죠.,OOOOOOOOOBIOOOOOOOOOO
51927,그러니까 나의 세계와 공동의 세계와 교감이 이루어지는 구체적인 매체로서의 어떤 사물이나 사건이 동시에 관여하여 비로소 교감은 성립한다.,OOOOOOOOBIOOBIOOBIOOBIOOOOOOOOBIOOOBIOOOOOOOBIOOOBIOOBIOOBIOOOOOOOBIOOBIOOO
61564,"또 여성의 어머니로서의 역할도 아프리카, 동구, 아시아에서 각기 79%, 68%, 56%의 높은 지지를 받고 있지만, 서구와 북미에서는 매우 대조적인 25%와 14%의 지지만을 받고 있다.",OOBIOOBIIOOOOBIOOBIIIOOBIOOBIIOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOBIOOBIOOOOOOOBIOOOOOOOOOOOOOBIOOOOOOOOO
47459,부친이 읍내 일본 순사 끄나풀 노릇을 했다는 것이다.,BIOOBIOBIOBIOBIIOBIOOOOOOOOOO
22655,빗자루를 거꾸로 세워 놓은 듯한 키 큰 미루나무가 도열해 있는 신작로는 경상북도의 내지에 있는 외가 가는 길과 꼬옥 닮은 꼴이었다.,BIIOOOOOOOOOOOOOOOBOOOBIIIOOBIOOOOOBIIOOBIIIOOBIOOOOOBIOOOOBOOOOOOOOBOOOO
5898,36거리의 중요한 기능은 시장이었을 것이다.,OOBIOOBIOOBIOOBIOOOOOOOO
53072,그야말로 외계인을 만난 것같이 신기스러웠다.,OOOOOBIIOOOOOOOOOOOOOOOO
14395,하지만 여전히 놓아주지 않았다.,OOOOOOOOOOOOOOOOO
31604,"이탈리아를 꺾고 난 뒤에는 ""우리는 이제 세계 축구의 변방에서 중심으로 이동한다""며 기염을 토했죠.",BIIIOOOOOOOBOOOOOOOOOOOBIOBIOOBIOOOBIOOOBIOOOOOBIOOOOOO
57123,"즉 환경 호르몬은 체내에 들어가면 여성 호르몬처럼 작용, 정자수를 감소시키고 수컷을 암컷화시킨다.",OOBIOBIIOOBIOOOOOOOBIOBIIOOOBIOOBIOOOBIOOOOBIOOBIOOOOO
13876,"중요한 얘기예요""",BIOOBIOOO
43253,2년 넘게 포항제철을 취재했다는 작가는 광양제철소의 입지선정에 얽힌 이야기까지 다루고 있다.,OOOOOOBIIIOOBIOOOOBIOOBIIIIOOBIOOOOOOOBIIOOOOOOOOOO
9517,그러나 내 삶의 기준에 '불의'라고 판단되는 것에 대해서는 타협을 해서는 안 된다고 생각한다.,OOOOOOBOOBIOOOBIOOOOBIOOOOOOOOOOOBIOOOOOOOOOOOOBIOOO
